damageDealt	headshotKills	heals	killPlace	killPoints	kills	killStreaks	longestKill	matchDuration	matchType	numGroups	rankPoints	revives	rideDistance	roadKills	swimDistance	winPoints	winPlacePerc
77.77	0	2	28	0	1	1	1.76	1473	2	47	1500	0	412.7	0	0	0	0.7174
0	0	0	80	1025	0	0	0	1320	2	45	-1	0	0	0	0	1475	0.1489
0	0	0	95	1277	0	0	0	1329	3	30	-1	0	0	0	0	1450	0.0345
84	0	0	34	0	1	1	7.235	1417	1	95	1496	0	2760	0	0	0	0.5979
130.2	0	3	18	1268	2	1	27.74	1303	2	48	-1	1	0	0	0	1545	0.7708
61.69	0	0	88	1180	0	0	0	1434	3	25	0	0	0	0	0	1500	0.037
0	0	0	64	0	0	0	0	1937	2	47	1442	0	0	0	0	0	0.4167
0	0	0	83	1000	0	0	0	1412	1	93	-1	0	0	0	0	1500	0.1263
128.6	0	0	37	0	1	1	12.06	1254	3	25	1454	0	0	0	0	0	0.04
58.25	0	0	72	1000	0	0	0	1329	3	28	-1	0	0	0	0	1500	0.3448
53.9	0	0	78	1346	0	0	0	1375	1	91	-1	0	0	0	0	1556	0.1579
0	0	0	71	0	0	0	0	1855	2	47	1512	0	0	0	0	0	0.3878
41.76	0	0	55	0	0	0	0	1356	3	29	1460	0	0	0	0	0	0.8276
347.5	1	3	8	1290	3	2	39.24	1364	3	23	-1	0	657.8	0	0	1489	0.68
195.6	0	0	34	1337	1	1	7.823	1371	3	27	-1	0	0	0	0	1493	0.1481
0	0	3	38	1100	0	0	0	1957	2	40	-1	0	0	0	0	1583	0.8542
0	0	0	87	0	0	0	0	1509	1	95	1500	0	0	0	0	0	0.1053
0	0	0	79	1304	0	0	0	1201	3	28	-1	0	0	0	0	1503	0.1852
30.96	0	0	84	0	0	0	0	1860	3	28	1443	0	0	0	0	0	0.1034
0	0	0	66	0	0	0	0	1905	2	46	1500	0	0	0	0	0	0.4792
0	0	0	90	0	0	0	0	1894	3	26	1401	0	0	0	0	0	0.0714
0	0	0	77	0	0	0	0	1854	2	49	1494	0	916.9	0	0	0	0.2449
0	0	0	49	0	0	0	0	1334	3	29	1431	0	0	0	0	0	0.8214
25.74	0	1	52	0	0	0	0	1432	3	24	1481	0	0	0	0	0	0.625
217.5	0	4	41	0	0	0	0	1434	3	28	1375	2	0	0	0	0	1
335.7	0	5	11	0	2	1	21.47	1979	3	27	1500	1	2353	0	0	0	0.75
0	0	0	87	0	0	0	0	1854	2	44	1508	0	0	0	0	0	0.0652
32	0	0	38	0	1	1	65.35	1882	2	45	1469	0	0	0	0	0	0.2917
105.3	0	0	39	1081	1	1	16.61	1383	3	23	-1	1	0	0	0	1507	0.12
146	0	0	80	0	0	0	0	1300	3	29	1392	0	0	0	0	0	0.25
0	0	1	81	1539	0	0	0	1424	3	32	-1	0	0	0	0	1463	0.2258
9.19	0	23	30	0	1	1	68.34	1889	3	29	1516	0	2576	0	0	0	0.75
0	0	0	90	0	0	0	0	1432	1	87	1500	0	0	0	0	0	0
569	3	0	2	0	6	2	94.08	1359	3	29	1556	0	0	0	0	0	0.8214
0	0	0	78	176	0	0	0	1389	1	66	-1	0	0	0	0	507	0
0	0	1	67	0	0	0	0	1369	2	48	1494	0	0	0	0	0	0.5208
0	0	0	76	0	0	0	0	1420	3	23	100	0	0	0	0	0	0
209.4	0	5	28	0	1	1	4.806	1425	3	25	1454	0	0	0	143.8	0	0.5185
310.8	0	0	39	1825	1	1	8.712	1350	3	28	-1	0	0	0	0	1590	0.2963
271.7	1	0	33	0	1	1	15.56	1350	1	92	1595	0	0	0	0	0	0.6087
0	0	0	67	0	0	0	0	1991	3	29	1505	0	0	0	0	0	0.1379
85.57	0	0	79	0	0	0	0	1343	2	49	1524	0	0	0	0	0	0.2292
0	0	0	82	0	0	0	0	1753	3	26	1500	0	0	0	0	0	0.0769
100	0	0	42	0	1	1	31.14	1882	2	47	1546	0	0	0	0	0	0.1837
566.4	1	2	8	0	3	2	115.2	1831	3	25	1563	0	0	0	0	0	1
0	0	0	81	0	0	0	0	1768	3	25	1498	0	0	0	0	0	0.08
0	0	0	94	0	0	0	0	1379	1	95	1497	0	0	0	0	0	0.0106
0	0	0	89	1160	0	0	0	1382	2	45	-1	0	0	0	0	1426	0
541.4	1	2	17	0	2	1	40.44	1730	3	26	1557	0	3070	0	0	0	0.96
418.2	0	8	5	0	4	1	72.08	1871	1	94	1555	0	2904	0	0	0	0.8265
124.3	0	0	84	1126	0	0	0	1403	3	28	-1	0	0	0	0	1524	0.1481
219.4	0	9	19	0	1	1	57.1	1461	3	28	1405	1	0	0	0	0	0.8889
144.9	1	3	28	0	1	1	15.97	1360	3	30	1480	0	0	0	0	0	0.6897
0	0	0	95	0	0	0	0	1976	1	91	1490	0	0	0	0	0	0
249.9	0	3	9	0	3	3	180.9	1804	3	29	1565	0	4863	0	0	0	0.6429
0	0	0	75	0	0	0	0	1874	3	25	1455	0	0	0	0	0	0.0385
19.35	0	0	74	0	0	0	0	1346	1	96	1541	0	0	0	0	0	0.2474
0	0	0	79	1126	0	0	0	1375	2	47	-1	0	0	0	0	1491	0.2292
120.5	0	0	13	0	3	2	204	1294	3	26	1500	0	178.3	0	81.29	0	0.8929
43.2	0	0	76	1306	0	0	0	1416	3	31	-1	1	0	0	0	1513	0.2333
0	0	0	83	0	0	0	0	1866	2	48	1498	0	0	0	0	0	0.2245
100	0	0	89	1313	0	0	0	1442	3	28	-1	0	0	0	0	1525	0
604.7	1	6	9	0	3	2	185	1349	2	48	1528	1	1485	0	0	0	0.7292
77.8	0	0	54	1000	0	0	0	1872	3	27	-1	0	3132	0	0	1500	0.5
80.7	0	2	72	1467	0	0	0	1735	2	48	-1	0	0	0	0	1418	0.3617
100	0	1	21	1000	1	1	7.208	1291	3	26	-1	0	0	0	0	1500	0.963
137.4	1	5	31	0	1	1	89.03	1983	1	94	1510	0	0	0	28.16	0	0.6915
324.2	0	9	18	0	2	2	111.4	1876	3	29	1560	0	0	0	0	0	0.3929
66.81	0	0	74	0	0	0	0	1826	3	27	1466	0	0	0	0	0	0.1111
0	0	1	50	1000	0	0	0	1285	3	28	-1	0	0	0	65.1	1500	0.8148
294.1	0	4	12	0	3	1	31.93	1507	2	46	1470	1	0	0	131.1	0	0.9565
70.84	0	0	89	0	0	0	0	1800	3	28	1407	0	0	0	0	0	0.0741
72.56	0	5	41	0	0	0	0	1374	2	44	1530	0	909.3	0	0	0	0.8222
699.8	0	10	2	0	5	3	168.3	1887	3	26	1520	0	5248	0	0	0	1
160	0	5	29	1331	1	1	6.95	1736	3	30	-1	1	0	0	0	1466	0.6207
0	0	0	77	1243	0	0	0	1221	3	29	-1	0	0	0	0	1491	0.2069
167.1	1	0	29	0	1	1	6.693	1897	2	40	1461	0	0	0	0	0	0.4091
0	0	0	85	1484	0	0	0	1305	3	30	-1	0	0	0	0	1494	0.1379
0	0	0	55	1045	0	0	0	1370	3	29	-1	0	0	0	0	1501	0.6429
0	0	0	92	0	0	0	0	1360	3	28	1373	0	0	0	0	0	0
66.78	0	9	46	1544	0	0	0	1374	3	25	-1	1	0	0	0	1655	0.7083
219.3	0	1	21	0	2	1	3.343	1349	2	49	1510	1	0	0	0	0	0.6875
100	0	0	67	1156	0	0	0	1433	2	48	-1	1	0	0	0	1527	0.383
186	0	2	6	0	3	1	277.1	1842	2	45	1519	0	3252	0	0	0	0.8913
33.71	0	5	55	0	0	0	0	1929	3	27	1483	0	0	0	0	0	0.6154
20.09	0	0	81	0	0	0	0	1440	1	95	1538	0	0	0	0	0	0.1667
0	0	0	60	0	0	0	0	1915	3	23	1435	0	0	0	0	0	0.2917
0	0	0	94	1588	0	0	0	1934	1	97	-1	0	0	0	0	1554	0.0309
0	0	2	73	1126	0	0	0	1721	3	26	-1	0	0	0	0	1478	0.1154
0	0	1	77	1328	0	0	0	1422	2	46	-1	0	0	0	0	1413	0.2128
130.5	0	0	73	0	0	0	0	1831	3	28	1500	1	0	0	0	0	0.2857
0	0	0	94	0	0	0	0	1898	1	96	1559	0	0	0	0	0	0.0309
110.5	0	14	21	0	1	1	26.91	1825	3	28	1500	2	5961	0	0	0	0.963
0	0	1	39	997	0	0	0	1772	3	25	-1	0	0	0	0	1476	0.875
0	0	0	74	1073	0	0	0	1956	3	29	-1	0	0	0	0	1497	0.1786
19.35	0	0	76	0	0	0	0	1378	3	24	1574	0	0	0	0	0	0.125
138.5	0	0	82	1036	0	0	0	1891	3	26	-1	0	0	0	0	1510	0.08
70.98	0	0	74	0	0	0	0	1947	3	25	1321	0	0	0	0	0	0.125
59.95	0	0	58	1053	0	0	0	1883	1	91	-1	0	3671	0	0	1519	0.5426
175	0	0	70	0	0	0	0	1349	3	29	1473	0	0	0	0	0	0.2
300	0	2	4	0	3	2	43.94	1275	3	25	1468	0	0	0	0	0	0.9231
940.1	0	1	1	0	9	2	158.5	1881	1	88	1934	0	1995	0	0	0	1
548.5	0	9	1	0	6	2	58.02	1406	3	28	1703	1	438.6	0	48.3	0	0.9643
100	0	0	38	0	1	1	9.515	1932	3	29	1543	0	0	0	0	0	0.2069
0	0	4	45	0	0	0	0	1841	2	44	1608	1	6534	0	0	0	0.7234
100	0	0	28	0	1	1	64.41	1350	2	45	1505	1	0	0	0	0	0.6667
64.16	0	0	79	1090	0	0	0	1862	2	47	-1	0	0	0	0	1437	0.1957
100	0	0	32	0	1	1	10.34	1865	2	47	1463	0	0	0	0	0	0.3333
0	0	1	54	1275	0	0	0	1871	2	48	-1	0	4521	0	22.69	1516	0.6667
0	0	0	71	0	0	0	0	1884	3	27	1500	0	327.6	0	0	0	0.1852
60.2	0	0	76	0	0	0	0	1985	3	28	1500	0	0	0	0	0	0.2593
87.37	0	0	64	0	0	0	0	1343	2	47	1446	0	0	0	0	0	0.4468
482.2	0	4	8	0	3	1	42.63	1348	3	29	1504	0	1210	0	0	0	0.8929
54.18	0	0	59	1253	0	0	0	1396	3	30	-1	0	0	0	0	1430	0.5862
275.7	0	7	25	1525	1	1	23.12	1792	3	28	-1	0	5372	0	0	1724	0.8214
153.7	1	1	27	0	1	1	6.055	1931	1	97	1602	0	0	0	0	0	0.6392
44.05	0	0	93	0	0	0	0	1467	2	44	1252	0	0	0	0	0	0
0	0	0	66	0	0	0	0	1397	2	45	1722	0	0	0	0	0	0.3542
25.8	0	0	45	0	0	0	0	1385	1	94	1492	0	689.8	0	0	0	0.6842
175	0	0	22	1155	2	2	13.51	1788	2	48	-1	0	0	0	0	1497	0.0638
0	0	0	86	1151	0	0	0	1236	3	28	-1	0	0	0	0	1508	0.1111
380.6	1	0	6	1306	4	2	106.2	1400	3	27	-1	1	0	0	0	1482	0.6897
342.8	1	1	11	1433	3	1	212.5	1975	1	90	-1	0	0	0	0	1571	0.6452
178.3	1	9	19	0	2	1	16.03	1396	3	26	1428	2	0	0	0	0	0.64
0	0	0	71	0	0	0	0	1443	1	91	1535	0	0	0	0	0	0.25
60.27	0	5	46	1038	0	0	0	1960	1	87	0	0	0	0	0	1487	0.6374
120.2	0	0	34	1356	1	1	6.329	1366	3	28	-1	1	0	0	0	1473	0.1852
279	1	2	6	1012	3	1	44.04	1272	1	92	0	0	0	0	0	1489	0.9794
100	0	0	89	1205	0	0	0	1413	3	25	-1	0	0	0	0	1463	0.04
0	0	0	76	0	0	0	0	1752	2	46	1449	0	0	0	0	0	0.2553
322.7	0	1	12	0	3	1	71.58	1887	2	47	1444	0	2499	1	0	0	0.8125
67.92	0	3	71	0	0	0	0	1407	3	26	1300	1	0	0	0	0	0.1111
339.8	0	3	15	0	3	1	29.36	1780	3	27	1472	0	0	0	0	0	0.4231
182	1	13	13	0	2	1	29.5	1456	2	46	1477	0	2447	0	0	0	0.9167
28.99	0	0	89	1171	0	0	0	1254	3	25	-1	0	0	0	0	1440	0
0	0	0	62	0	0	0	0	1802	3	26	1472	0	0.0115	0	715.3	0	0.5769
325	0	2	7	0	4	1	149.2	1357	1	94	1496	0	0	0	0	0	0.8333
19.46	0	1	61	0	0	0	0	1981	2	46	1475	0	880.9	0	0	0	0.4286
237.4	0	0	12	1290	3	2	30.83	1802	2	47	-1	0	1706	0	0	1586	0.5208
524.4	0	0	3	0	5	2	78.55	1348	3	27	1444	0	0	0	0	0	1
128.2	0	0	88	0	0	0	0	1455	3	29	1472	0	0	0	0	0	0.069
0	0	0	86	1229	0	0	0	1302	3	28	-1	0	0	0	0	1418	0.1111
29.4	0	0	86	0	0	0	0	1842	3	29	1511	0	0	0	0	0	0.0714
205	1	5	24	0	2	1	15.42	1327	3	26	1503	1	0	0	0	0	0.32
337.3	1	2	7	0	3	2	57.2	1420	3	28	1432	0	1257	0	0	0	0.9643
0	0	0	85	1465	0	0	0	1820	3	24	-1	0	0	0	0	1515	0.08
0	0	0	58	1050	0	0	0	1457	1	96	-1	0	0	0	0	1524	0.5567
577.7	0	0	16	0	2	1	252.7	1778	3	26	1485	0	2389	0	0	0	0.8148
281.1	0	3	10	1652	3	2	47.29	1366	3	27	-1	0	0	0	0	1696	0.8462
109.8	1	11	15	0	2	2	14.22	1815	3	30	1147	0	4879	0	0	0	0.7333
0	0	0	71	1126	0	0	0	1407	2	47	-1	0	0	0	0	1430	0.3125
202.8	0	0	14	1267	2	1	18.89	1839	1	95	-1	0	1249	0	0	1563	0.6562
30.1	0	0	75	0	0	0	0	1914	3	25	1432	0	0	0	0	0	0.16
0	0	0	95	0	0	0	0	1447	3	26	1503	0	0	0	0	0	0
100	0	0	43	1000	1	1	3.184	1383	1	96	0	0	0	0	0	1500	0.4632
0	0	1	47	1293	0	0	0	1311	3	26	-1	0	311.6	0	0	1507	0.8148
151.8	0	1	26	1273	1	1	2.821	1374	3	26	-1	0	0	0	0	1550	0.8214
56.33	0	0	79	1054	0	0	0	1427	2	42	-1	0	0	0	0	1517	0.0889
0	0	0	73	0	0	0	0	1468	1	94	1498	0	0	0	0	0	0.2917
47.97	0	2	66	1349	0	0	0	1252	3	29	0	0	0	0	0	1517	0.3214
0	0	0	82	0	0	0	0	1985	3	27	1499	0	0	0	0	0	0.2222
384.7	1	2	16	0	2	2	31.09	1767	2	45	1526	0	0	0	0	0	0.587
480.9	0	0	8	0	4	2	43.54	1927	2	44	1503	0	0	0	0	0	0.5106
249.9	1	2	27	1403	1	1	4.812	1889	2	42	-1	0	5942	0	0	1555	0.6279
32.76	0	1	75	0	0	0	0	1775	2	47	1754	0	0	0	0	0	0.2979
33.89	0	0	48	1303	0	0	0	1856	1	91	-1	0	1769	0	0	1545	0.7979
19.06	0	2	42	1173	0	0	0	1331	3	27	-1	0	0	0	87.07	1500	0.9231
0	0	0	81	0	0	0	0	1403	3	29	1463	0	0	0	0	0	0.2069
0	0	0	49	1057	0	0	0	1411	3	25	-1	0	0	0	0	1426	0.9615
0	0	10	47	0	0	0	0	1841	3	28	1500	1	7219	0	9.146	0	0.7857
66.22	0	0	76	0	0	0	0	1452	3	27	1493	0	0	0	0	0	0.2308
328.7	0	4	22	1110	1	1	153.9	1942	2	39	-1	0	3121	0	0	1503	0.9024
0	0	0	82	0	0	0	0	1455	1	96	1513	0	0	0	0	0	0.1579
0	0	0	63	0	0	0	0	1961	2	46	1410	0	701.1	0	0	0	0.3696
76.7	0	0	86	1277	0	0	0	1435	1	93	-1	0	0	0	0	1489	0.0729
0	0	3	72	0	0	0	0	1362	2	49	1501	0	0	0	0	0	0.3061
57.03	0	0	51	1104	0	0	0	1408	2	49	-1	0	1961	0	0	1495	0.75
149.5	1	2	23	1435	1	1	15.92	1320	1	95	-1	0	0	0	0	1597	0.9149
74.82	0	0	75	0	0	0	0	1394	2	46	1582	0	0	0	0	0	0.2609
175.6	0	0	54	0	0	0	0	1904	3	25	1910	0	0	0	0	0	0.48
153.1	1	11	13	0	2	1	287	1964	3	21	1512	1	0	0	0	0	0.85
45.97	0	0	77	0	0	0	0	1372	1	95	1500	0	0	0	0	0	0.2211
228.3	0	2	10	1138	3	1	23.45	1389	2	46	-1	1	0	0	0	1459	0.7447
118.1	0	1	44	1159	0	0	0	1805	3	29	-1	0	1033	0	0	1486	0.8333
0	0	0	34	0	0	0	0	1965	3	25	1521	0	0	0	0	0	0.92
36.33	0	0	48	1000	0	0	0	1965	2	48	-1	0	122.8	0	0	1500	0.6809
297.2	2	1	12	1813	2	1	19.08	1318	3	28	-1	0	0	0	81.67	1619	0.7037
150.5	1	2	10	1139	3	2	32.88	1382	3	30	-1	1	0	0	0	1450	0.8966
191.2	0	1	31	0	1	1	14.79	1377	3	29	1499	1	0	0	0	0	0.4286
0	0	0	65	1005	0	0	0	1862	2	47	0	0	1106	0	0	1490	0.4468
0	0	0	75	0	0	0	0	1450	2	47	1484	0	0	0	0	0	0.2826
0	0	0	77	1000	0	0	0	1296	1	95	-1	0	0	0	0	1500	0.2165
301	0	2	7	0	3	1	19.78	1372	1	89	1502	0	0	0	0	0	0.9231
113.2	0	7	51	0	0	0	0	1827	3	29	1511	0	1334	0	0	0	0.75
66.3	0	0	69	1281	0	0	0	1395	3	27	-1	0	0	0	0	1462	0.3704
13.84	0	3	28	1073	1	1	38.78	1843	2	47	-1	2	2535	0	13.61	1471	0.587
0	0	0	91	1250	0	0	0	1456	3	26	-1	0	0	0	0	1483	0.0385
63.21	0	2	58	0	0	0	0	1841	3	28	1505	0	1713	0	0	0	0.4074
0	0	6	46	0	0	0	0	1807	3	28	1486	0	1581	0	0	0	0.75
101.9	1	0	25	0	1	1	43.37	1837	3	21	1467	1	482.8	0	0	0	0.1905
29.44	0	3	41	1291	0	0	0	1821	3	28	-1	0	4861	0	0	1512	0.9286
94.91	1	0	26	0	1	1	23.23	1812	2	46	1473	0	0	0	0	0	0.5435
66.74	0	0	78	1272	0	0	0	1371	3	23	-1	0	0	0	0	1506	0.087
10.13	0	0	89	0	0	0	0	1865	3	24	1535	0	0	0	0	0	0
160	0	12	26	0	1	1	17.34	1386	2	48	1494	0	2580	0	71.5	0	0.9167
233.6	0	0	61	0	0	0	0	1469	2	50	1492	0	0	0	0	0	0.6735
77.66	0	1	59	1017	0	0	0	1376	2	48	-1	0	0	0	0	1501	0.5102
23.22	0	0	67	0	0	0	0	1438	3	28	1474	0	0	0	0	0	0.4815
0	0	0	58	1334	0	0	0	1855	3	28	-1	0	0	0	0	1453	0.4138
133.1	0	0	37	0	1	1	5.889	1860	3	29	1700	0	0	0	0	0	0.2069
71.62	0	0	72	0	0	0	0	1361	3	26	1571	0	0	0	0	0	0.2593
100	0	0	38	0	1	1	22.52	1355	2	46	1480	0	0	0	0	0	0.2826
176.5	0	1	33	1197	1	1	13	1503	1	96	-1	0	0	0	0	1523	0.7396
0	0	0	88	1439	0	0	0	1422	2	47	-1	0	0	0	0	1481	0.0425
626.4	2	0	3	0	5	4	37.94	1339	3	31	1535	0	0	0	0	0	0.4667
133.1	0	4	5	1239	3	1	69.94	1370	3	29	-1	1	280.4	0	0	1449	0.9655
7.714	0	0	50	1479	0	0	0	1356	1	98	-1	0	0	0	0	1505	0.7629
140.6	0	2	28	1157	1	1	19.62	1370	2	45	-1	0	0	0	0	1451	0.9348
100	0	0	30	0	1	1	65.22	1995	3	26	1479	0	0	0	0	0	0.7037
100	0	0	39	0	1	1	4.58	1888	1	92	1518	0	0	0	0	0	0.1978
333.8	1	3	9	1254	3	2	165.5	1892	3	26	-1	1	0	0	0	1498	0.4
0	0	0	90	0	0	0	0	1466	2	44	1436	0	0	0	0	0	0
0	0	0	89	1463	0	0	0	1439	3	25	-1	0	0	0	0	1512	0
51.44	0	0	93	0	0	0	0	1698	2	47	1505	0	0	0	0	0	0.0213
96.4	0	5	44	0	0	0	0	1367	2	47	1571	1	0	0	0	0	0.9792
0	0	1	48	0	0	0	0	1802	1	90	1549	0	0	0	0	0	0.7802
0	0	0	62	0	0	0	0	1391	3	26	1494	0	0	0	0	0	0.3462
178	0	5	72	1208	0	0	0	1401	3	29	-1	0	0	0	0	1403	0.3571
96.06	1	4	22	1046	1	1	25.85	1849	2	48	-1	0	1829	0	0	1427	0.9583
275	0	10	10	0	3	2	31.36	1303	3	28	1500	1	812.4	0	0	0	0.7857
205	0	8	8	0	3	2	18.73	1764	3	26	1495	1	776	0	56.46	0	0.5556
249.5	1	5	4	0	4	1	76.37	1259	3	26	1500	0	0	0	0	0	1
167.1	0	0	73	0	0	0	0	1335	3	28	1496	0	0	0	0	0	0.1481
106.3	0	0	82	0	0	0	0	1306	3	27	1486	0	0	0	0	0	0.1481
122.8	0	7	45	0	0	0	0	2029	2	46	1577	0	1463	0	0	0	0.8667
319.1	0	0	52	1396	0	0	0	1792	3	25	-1	0	0	0	0	1505	0.5357
110	1	1	25	1497	2	2	11.41	1400	3	28	-1	0	0	0	0	1471	0.1111
0	0	0	90	0	0	0	0	1768	3	28	1425	0	162.2	0	0	0	0
145.2	0	5	67	1635	0	0	0	1357	2	47	-1	0	0	0	0	1521	0.375
0	0	1	56	0	0	0	0	1770	3	32	1449	0	1643	0	0	0	0.4516
13.87	1	6	17	0	1	1	0.8515	1891	2	44	1519	1	10170	0	0	0	0.9565
0	0	1	76	0	0	0	0	1987	3	26	1500	0	0	0	0	0	0.1111
0	0	1	42	0	0	0	0	1894	2	45	1533	0	4189	0	0	0	0.8333
78.9	0	0	80	0	0	0	0	1813	1	93	1513	0	0	0	0	0	0.1915
349.4	0	6	8	1325	3	2	42.11	1468	2	46	-1	0	0	0	0	1551	0.7826
0	0	0	91	0	0	0	0	1910	1	91	1436	0	0	0	0	0	0.0421
106.3	0	0	76	0	0	0	0	1825	2	48	1500	0	0	0	0	0	0.2083
157	0	5	21	1343	2	1	6.155	1350	3	26	-1	3	0	0	0	1474	0.32
484.3	1	8	7	0	3	2	34	1336	3	29	1570	1	1420	0	0	0	0.8571
0	0	0	51	0	0	0	0	1353	3	28	1403	0	0	0	15.02	0	0.7037
6.48	0	0	77	0	0	0	0	1776	2	46	1475	0	0	0	0	0	0.2174
62.35	0	1	22	0	1	1	88.35	1416	3	26	1369	1	772.3	0	0	0	1
0	0	0	95	1576	0	0	0	1435	1	92	-1	0	0	0	0	1365	0
166.1	0	0	17	1321	1	1	3.639	1822	3	25	-1	1	5171	0	0	1487	0.68
0	0	0	96	0	0	0	0	1435	3	27	1490	0	0	0	0	0	0
100	1	1	39	0	1	1	24.94	1330	3	25	1483	0	0	0	0	0	0.08
135.3	0	0	53	1244	0	0	0	1835	3	25	-1	0	2313	0	0	1493	0.4615
168.8	0	0	42	1369	1	1	16.18	1434	3	28	-1	0	0	0	0	1490	0.1034
751.7	3	1	2	1636	9	2	127.6	1356	2	46	0	1	0	0	0	1508	1
0	0	0	84	1341	0	0	0	1913	1	91	-1	0	0	0	0	1533	0.0851
101.5	0	0	39	0	1	1	2.641	2018	3	26	1492	1	0	0	0	0	0.2308
494.4	2	5	3	1433	4	2	60.08	1397	2	45	-1	2	0	0	0	1601	1
335.6	0	6	14	0	2	1	36.82	1781	2	46	1527	2	2161	0	0	0	0.6222
15.25	0	2	90	1470	0	0	0	1866	3	28	-1	0	0	0	0	1505	0.037
0	0	0	86	0	0	0	0	1362	3	28	1500	0	0	0	0	0	0.0741
182.5	2	13	11	0	2	1	276.1	1316	3	27	1512	1	0	0	0	0	0.8519
22.51	0	1	48	0	0	0	0	1354	2	46	1569	0	0	0	0	0	0.8444
142.1	0	3	43	1378	0	0	0	1359	3	26	-1	0	0	0	85.26	1562	0.88
122	0	0	77	1479	0	0	0	1402	3	27	-1	0	0	0	0	1347	0.1852
0	0	2	63	0	0	0	0	1376	3	26	1480	0	0	0	0	0	0.4
22.44	0	0	69	1314	0	0	0	1387	3	23	-1	0	0	0	0	1548	0.2308
0	0	0	60	0	0	0	0	1458	1	97	1508	0	0	0	0	0	0.5714
100	1	1	32	0	1	1	33.37	1391	2	46	1457	0	0	0	0	0	0.4167
0	0	0	54	0	0	0	0	1276	2	47	1497	0	316.6	0	0	0	0.6809
100	0	4	41	0	0	0	0	1803	3	28	1499	1	6433	0	0	0	0.963
448.9	0	1	5	0	4	2	28.1	1849	3	27	1424	1	2202	0	36.47	0	0.6154
77.22	0	0	65	1092	0	0	0	1372	1	98	0	0	0	0	0	1499	0.449
47.3	0	0	57	0	0	0	0	1854	3	25	1503	0	0	0	0	0	0.32
247.5	0	2	10	1223	2	2	6.914	1325	3	23	-1	0	1164	0	0	1498	1
19.35	0	1	55	0	0	0	0	1907	2	46	1500	0	0	0	0	0	0.5745
115.4	0	0	24	1188	1	1	10.69	1381	1	94	-1	0	3897	0	0	1528	0.7579
900.9	3	5	2	0	8	3	308.2	1823	3	29	1574	1	4882	1	25.76	0	1
0	0	0	84	0	0	0	0	1396	1	95	1462	0	0	0	0	0	0.1263
24.48	0	0	80	0	0	0	0	1924	3	28	1483	0	0	0	0	0	0.1852
32.06	0	2	63	0	0	0	0	1811	2	44	1490	0	0	0	0	0	0.3958
24.25	0	0	38	0	0	0	0	1344	3	28	1496	0	0	0	0	0	0.8519
267.5	0	1	14	1335	2	1	241.8	1763	2	50	-1	0	7490	0	0	1524	0.8163
122.9	1	0	34	1077	1	1	0.5739	1370	2	50	-1	1	0	0	0	1483	0.6531
57	0	0	45	1532	1	1	13.32	1287	3	29	-1	1	0	0	0	1461	0.0714
0	0	0	84	0	0	0	0	1968	3	29	1431	0	0	0	0	0	0.0667
0	0	0	64	1390	0	0	0	1852	3	29	-1	0	2011	0	0	1481	0.3571
84.55	0	1	34	0	1	1	8.497	1849	3	28	1500	2	0	0	0	0	0.4074
123.4	0	2	44	1498	0	0	0	1318	3	29	-1	0	0	0	0	1630	0.8929
100	0	0	74	0	0	0	0	1313	3	27	1525	0	0	0	0	0	0.1923
193.7	1	1	28	1006	1	1	19.4	1847	1	86	-1	0	0	0	0	1506	0.6111
19.35	0	0	91	1369	0	0	0	1401	2	48	-1	0	0	0	0	1475	0.0417
0	0	1	66	0	0	0	0	1455	2	48	1515	2	0	0	0	0	0.375
0	0	1	65	0	0	0	0	1438	3	27	1361	0	0	0	0	0	0.3846
420.8	2	1	8	1635	3	1	194.5	1392	2	47	-1	0	0	0	0	1604	0.9787
435.3	3	1	4	0	5	3	34.84	1762	3	27	1406	1	1160	0	0	0	0.6923
160.4	1	2	11	0	2	1	121	1303	3	30	1671	0	0	0	0	0	0.9333
100	0	0	64	1040	0	0	0	1838	3	26	-1	0	2500	0	0	1394	0.3846
58.55	0	1	50	1321	0	0	0	1365	2	47	-1	0	0	0	0	1569	0.7292
100	0	0	40	0	1	1	4.157	1374	3	27	1424	0	0	0	0	0	0.2308
64.68	0	0	48	0	0	0	0	1443	3	30	1466	0	0	0	0	0	0.7419
0	0	7	61	1000	0	0	0	1817	3	23	-1	0	0	0	0	1500	0.24
0	0	0	59	1237	0	0	0	1842	2	46	-1	0	607	0	0	1533	0.5745
0	0	0	68	1064	0	0	0	1315	3	27	-1	0	0	0	0	1489	0.4074
193.3	0	0	21	0	1	1	25.14	1301	3	30	1405	0	0	0	0	0	0.8
243	0	0	36	1412	1	1	4.403	1922	3	26	-1	0	0	0	0	1435	0.04
0	0	0	55	0	0	0	0	1443	1	97	1485	0	0	0	0	0	0.5612
378.6	1	1	10	1218	3	2	63.02	1869	2	49	-1	0	4609	0	0	1508	0.875
0	0	0	76	0	0	0	0	1329	1	94	1479	0	0	0	0	0	0.2396
410.1	1	5	7	1377	3	2	144.7	1795	3	28	-1	1	4913	0	0	1563	0.963
0	0	0	83	0	0	0	0	1881	2	44	1491	0	0	0	0	0	0.087
0	0	0	96	1663	0	0	0	1903	1	90	-1	0	0	0	0	1661	0
0	0	0	96	0	0	0	0	1351	1	94	1575	0	0	0	0	0	0.0206
311.7	0	2	9	1015	3	2	14.37	1410	3	26	-1	0	0	0	0	1502	0.2692
